,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,City ID
328,shingu,25.789800938480298,139.85083095158797,49.58,100,12,16.8,1847947
329,moerai,-20.985526100808727,-152.4910242186269,80.36,100,80,6.85,4034188
330,kargasok,61.84623422436283,81.58021021768224,20.47,90,80,2.15,1504382
331,namatanai,-0.20833077645932008,156.115691550201,81.08,100,56,18.92,2090021
332,los llanos de aridane,25.841869345797832,-19.568545501715903,62.6,59,90,5.82,2514651
333,bunia,1.9454029460589481,29.262919538338366,64.39,82,20,2.71,217695
334,dryden,50.168740917707,-92.99188290821834,19.4,79,90,8.05,5942913
335,beringovskiy,61.26098353049926,177.71371680962687,18.26,94,76,20.15,2126710
336,mocuba,-17.737553309461518,38.483661691123274,72.04,90,24,2.59,1024312
337,bubaque,8.525344913671418,-17.14399295749422,78.97,97,12,10.31,2374583
338,buala,-7.590663421499414,159.17648402038964,78.07,100,80,11.54,2109528
339,boa vista,1.7623460001322542,-62.20025841553111,93.2,36,40,12.75,3664980
340,guano,-1.5230291538501035,-78.53016251410398,71.29,56,75,17.22,3657594
341,sahbuz,39.483370238227366,45.61865423278263,24.8,68,0,6.93,147278
342,baykit,64.3674158200738,94.10266900479155,20.69,85,64,5.73,1510689
343,ternate,1.4429999297393579,129.74205071491622,75.2,69,40,2.24,1682474
344,gaya,12.009728468999839,3.6370635181189357,60.8,87,40,2.71,1271439
345,sturgeon bay,44.797513817207204,-86.98247337643306,27.52,100,90,13.87,5274867
346,sur,18.592981987894774,59.141100798121926,69.29,100,0,17.36,286245
348,san vicente,19.408947210368865,126.42253453202466,86.0,58,40,9.17,3583178
349,qom,34.409489086284594,51.262304157913945,33.97,83,0,2.37,119208
350,ambilobe,-11.018181925986894,49.727525356628036,73.16,96,32,2.93,1082243
351,celestun,22.183354770766,-91.96326838689062,82.12,82,0,1.25,3531368
354,xining,36.11440025985392,102.28553676834179,13.04,87,68,2.15,1788852
355,kirksville,40.17884873293309,-92.54391455863018,35.6,74,90,11.41,5055787
356,jumla,31.014688370421368,83.58489124933732,24.97,98,88,1.92,1283285
357,lakeside,29.99448212752459,-81.92369906636384,53.6,66,90,8.05,5364782
359,charters towers,-22.95855430970647,144.83474669743578,69.2,58,0,7.96,2171722
360,masvingo,-20.165600588381977,31.05227727034716,57.95,90,0,3.49,886763
361,kungurtug,48.33993516078564,97.44944264854689,-11.67,45,0,2.37,1501377
362,pacific grove,30.31777504191288,-130.2720630066525,53.58,58,20,12.75,5380437
363,sorong,-0.4248044992961155,132.06055076844876,81.71,100,8,6.29,1626542
364,sibolga,1.0574757863752495,96.70237191102905,68.84,100,20,2.26,1213855
365,nurlat,54.199406803423784,50.7315853009637,24.47,93,88,13.78,516716
367,ughelli,5.15209968329188,6.347099953648865,79.87,74,8,11.43,2320829
368,gamba,-8.099786448924405,4.295782786050893,-14.01,35,0,0.25,1281256
369,oxbow,49.17012910779383,-101.98126384647398,8.6,78,90,5.82,6095751
370,innisfail,-17.137202691903056,148.27754492136063,24.8,79,90,9.17,5983430
371,vondrozo,-22.542771411693764,47.49954445435898,71.81,96,24,1.81,1053507
372,kitimat,52.483177957667095,-127.92428594729054,37.4,69,20,10.29,5993072
373,terrace,54.56523839355086,-128.49800590046522,37.4,69,20,10.29,6162949
374,buenos aires,7.491462213988612,-84.59329192687754,92.01,52,0,11.41,3435910
375,north bend,43.46654531614885,-132.21533288903777,46.4,75,75,10.29,5742974
376,kahului,35.3262856275653,-143.17519037966935,75.0,74,40,6.93,5847411
377,muisne,0.8028437672355722,-81.2305944679829,84.2,83,75,4.7,3653967
378,uspenskaya,45.78069941562822,41.053220050059025,32.48,73,12,7.74,478213
379,beyneu,45.339696555356966,56.12662797115689,7.42,70,0,2.82,610298
381,bilibino,69.3386195237465,168.11115604149603,-36.51,68,8,2.15,2126682
382,boca do acre,-9.343234667049884,-66.99633230794397,84.37,85,12,2.37,3664956
383,salalah,14.495013027080944,56.009656991018915,77.0,25,0,13.87,286621
384,aasiaat,67.7491008634162,-52.57221642551151,14.62,98,32,7.74,3424901
385,arvi,21.114135308685903,78.39333303530208,67.72,88,68,7.18,1278335
386,tarakan,2.2640812253971916,117.63828628237468,80.77,95,32,6.4,1624725
388,esperance,-38.566535050791046,122.58280454374028,84.2,62,20,13.87,3573739
